,y,day_of_week,week_of_year,month_of_year,quarter_of_year,year,t,is_weekend,month_sin,month_cos,quarter_sin,quarter_cos,week_sin,week_cos,is_holiday,before_holiday_1,before_holiday_2,after_holiday_1,after_holiday_2,lag_7,lag_14,lag_28,roll_max_3,roll_mean_7,roll_max_7,roll_mean_28,roll_std_7,interaction_trend_vol,trend_weekday_only
2025-06-25,42.0,2,26,6,2,2025,309,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-3.216245299353273e-16,-1.0,0,0,0,0,0,23.0,36.0,51.0,32.0,24.714285714285715,74.0,25.5,25.701584164627548,635.1962943543666,24.714285714285715
2025-06-26,17.0,3,26,6,2,2025,310,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-3.216245299353273e-16,-1.0,0,0,0,0,0,74.0,32.0,28.0,42.0,27.428571428571427,74.0,25.178571428571427,26.481799679888056,726.3579340769295,27.428571428571427
2025-06-27,13.0,4,26,6,2,2025,311,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-3.216245299353273e-16,-1.0,0,0,0,0,0,33.0,41.0,39.0,42.0,19.285714285714285,42.0,24.785714285714285,16.75026652239998,323.040854360571,19.285714285714285
2025-06-28,0.0,5,26,6,2,2025,312,1,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-3.216245299353273e-16,-1.0,0,0,0,0,0,0.0,0.0,0.0,42.0,16.428571428571427,42.0,23.857142857142858,15.693492736982396,257.8216663932822,0.0
2025-06-29,0.0,6,26,6,2,2025,313,1,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-3.216245299353273e-16,-1.0,0,0,0,0,0,0.0,0.0,0.0,17.0,16.428571428571427,42.0,23.857142857142858,15.693492736982396,257.8216663932822,0.0
2025-06-30,19.0,0,27,6,2,2025,314,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-0.12053668025532283,-0.992708874098054,0,0,0,0,0,11.0,15.0,28.0,13.0,16.428571428571427,42.0,23.857142857142858,15.693492736982396,257.8216663932822,16.428571428571427
2025-07-01,25.0,1,27,7,3,2025,315,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-0.12053668025532283,-0.992708874098054,0,0,0,0,0,32.0,40.0,27.0,19.0,17.571428571428573,42.0,23.535714285714285,15.522640914238334,272.7549760644736,17.571428571428573
2025-07-02,28.0,2,27,7,3,2025,316,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-0.12053668025532283,-0.992708874098054,0,0,1,0,0,42.0,23.0,71.0,25.0,16.571428571428573,42.0,23.464285714285715,14.638501094228166,242.58087527578107,16.571428571428573
2025-07-03,31.0,3,27,7,3,2025,317,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-0.12053668025532283,-0.992708874098054,0,1,1,0,0,17.0,74.0,78.0,28.0,14.571428571428571,28.0,21.928571428571427,11.118410300895203,162.0111215273301,14.571428571428571
2025-07-04,0.0,4,27,7,3,2025,318,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-0.12053668025532283,-0.992708874098054,1,1,0,0,0,13.0,33.0,18.0,31.0,16.571428571428573,31.0,20.25,12.765280292746645,211.53893056551587,16.571428571428573
2025-07-05,0.0,5,27,7,3,2025,319,1,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-0.12053668025532283,-0.992708874098054,1,0,0,1,0,0.0,0.0,0.0,31.0,14.714285714285714,31.0,19.607142857142858,14.232758993653812,209.4248823351918,0.0
2025-07-06,0.0,6,27,7,3,2025,320,1,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-0.12053668025532283,-0.992708874098054,0,0,0,1,1,0.0,0.0,0.0,31.0,14.714285714285714,31.0,19.607142857142858,14.232758993653812,209.4248823351918,0.0
2025-07-07,22.0,0,28,7,3,2025,321,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-0.23931566428755743,-0.9709418174260521,0,0,0,0,1,19.0,11.0,18.0,0.0,14.714285714285714,31.0,19.607142857142858,14.232758993653812,209.4248823351918,14.714285714285714
2025-07-08,6.0,1,28,7,3,2025,322,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-0.23931566428755743,-0.9709418174260521,0,0,0,0,0,25.0,32.0,19.0,22.0,15.142857142857142,31.0,19.75,14.427156932079932,218.46837640006754,15.142857142857142
2025-07-09,55.0,2,28,7,3,2025,323,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-0.23931566428755743,-0.9709418174260521,0,0,0,0,0,28.0,42.0,36.0,22.0,12.428571428571429,31.0,19.285714285714285,14.045843309880654,174.56976685137386,12.428571428571429
2025-07-10,35.0,3,28,7,3,2025,324,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-0.23931566428755743,-0.9709418174260521,0,0,0,0,0,31.0,17.0,32.0,55.0,16.285714285714285,55.0,19.964285714285715,21.01360103769541,342.22150261389663,16.285714285714285
2025-07-11,21.0,4,28,7,3,2025,325,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-0.23931566428755743,-0.9709418174260521,0,0,0,0,0,0.0,13.0,41.0,55.0,16.857142857142858,55.0,20.071428571428573,21.52849717179988,362.90895232462657,16.857142857142858
2025-07-12,0.0,5,28,7,3,2025,326,1,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-0.23931566428755743,-0.9709418174260521,0,0,0,0,0,0.0,0.0,0.0,55.0,19.857142857142858,55.0,19.357142857142858,20.210793910091592,401.32862192896164,0.0
2025-07-13,0.0,6,28,7,3,2025,327,1,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-0.23931566428755743,-0.9709418174260521,0,0,0,0,0,0.0,0.0,0.0,35.0,19.857142857142858,55.0,19.357142857142858,20.210793910091592,401.32862192896164,0.0
2025-07-14,27.0,0,29,7,3,2025,328,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-0.3546048870425356,-0.9350162426854148,0,0,0,0,0,22.0,19.0,15.0,21.0,19.857142857142858,55.0,19.357142857142858,20.210793910091592,401.32862192896164,19.857142857142858
2025-07-15,14.0,1,29,7,3,2025,329,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-0.3546048870425356,-0.9350162426854148,0,0,0,0,0,6.0,25.0,40.0,27.0,20.571428571428573,55.0,19.785714285714285,20.386737051795528,419.38430506550804,20.571428571428573
2025-07-16,13.0,2,29,7,3,2025,330,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-0.3546048870425356,-0.9350162426854148,0,0,0,0,0,55.0,28.0,23.0,27.0,21.714285714285715,55.0,18.857142857142858,19.644458809159566,426.56539128460776,21.714285714285715
2025-07-17,34.0,3,29,7,3,2025,331,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-0.3546048870425356,-0.9350162426854148,0,0,0,0,0,35.0,31.0,74.0,27.0,15.714285714285714,35.0,18.5,13.111245627504921,206.0338598607916,15.714285714285714
2025-07-18,10.0,4,29,7,3,2025,332,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-0.3546048870425356,-0.9350162426854148,0,0,0,0,0,21.0,0.0,33.0,34.0,15.571428571428571,34.0,17.071428571428573,12.869306415617455,200.39348561461466,15.571428571428571
2025-07-19,0.0,5,29,7,3,2025,333,1,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-0.3546048870425356,-0.9350162426854148,0,0,0,0,0,0.0,0.0,0.0,34.0,14.0,34.0,16.25,12.7671453348039,178.7400346872546,0.0
2025-07-20,0.0,6,29,7,3,2025,334,1,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-0.3546048870425356,-0.9350162426854148,0,0,0,0,0,0.0,0.0,0.0,34.0,14.0,34.0,16.25,12.7671453348039,178.7400346872546,0.0
2025-07-21,15.0,0,30,7,3,2025,335,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-0.46472317204376806,-0.8854560256532101,0,0,0,0,0,27.0,22.0,11.0,10.0,14.0,34.0,16.25,12.7671453348039,178.7400346872546,14.0
2025-07-22,102.0,1,30,7,3,2025,336,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-0.46472317204376806,-0.8854560256532101,0,0,0,0,0,14.0,6.0,32.0,15.0,12.285714285714286,34.0,16.392857142857142,11.470458952083545,140.92278141131214,12.285714285714286
2025-07-23,77.0,2,30,7,3,2025,337,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-0.46472317204376806,-0.8854560256532101,0,0,0,0,0,13.0,55.0,42.0,102.0,24.857142857142858,102.0,18.892857142857142,35.89070711399905,892.1404339765478,24.857142857142858
2025-07-24,15.0,3,30,7,3,2025,338,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-0.46472317204376806,-0.8854560256532101,0,0,0,0,0,34.0,35.0,17.0,102.0,34.0,102.0,20.142857142857142,40.25336424863564,1368.6143844536118,34.0
2025-07-25,20.0,4,30,7,3,2025,339,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-0.46472317204376806,-0.8854560256532101,0,0,0,0,0,10.0,21.0,13.0,102.0,31.285714285714285,102.0,20.071428571428573,40.8889320220615,1279.23944469021,31.285714285714285
2025-07-26,0.0,5,30,7,3,2025,340,1,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-0.46472317204376806,-0.8854560256532101,0,0,0,0,0,0.0,0.0,0.0,77.0,32.714285714285715,102.0,20.321428571428573,40.190024822561384,1314.7879549095082,0.0
2025-07-27,0.0,6,30,7,3,2025,341,1,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-0.46472317204376806,-0.8854560256532101,0,0,0,0,0,0.0,0.0,0.0,20.0,32.714285714285715,102.0,20.321428571428573,40.19002482256138,1314.787954909508,0.0
2025-07-28,40.0,0,31,7,3,2025,342,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-0.5680647467311556,-0.8229838658936565,0,0,0,0,0,15.0,27.0,19.0,20.0,32.714285714285715,102.0,20.321428571428573,40.19002482256138,1314.787954909508,32.714285714285715
2025-07-29,153.0,1,31,7,3,2025,343,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-0.5680647467311556,-0.8229838658936565,0,0,0,0,0,102.0,14.0,25.0,40.0,36.285714285714285,102.0,21.071428571428573,39.45763249239323,1431.7483790096971,36.285714285714285
2025-07-30,17.0,2,31,7,3,2025,344,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-0.5680647467311556,-0.8229838658936565,0,0,0,0,0,77.0,13.0,28.0,153.0,43.57142857142857,153.0,25.642857142857142,55.187127553615724,2404.581986264685,43.57142857142857
2025-07-31,26.0,3,31,7,3,2025,345,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-0.5680647467311556,-0.8229838658936565,0,0,0,0,0,15.0,34.0,31.0,153.0,35.0,153.0,25.25,53.771119881711016,1881.9891958598855,35.0
2025-08-01,14.0,4,31,8,3,2025,346,0,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.5680647467311556,-0.8229838658936565,0,0,0,0,0,20.0,10.0,0.0,153.0,36.57142857142857,153.0,25.071428571428573,53.24740100968045,1947.3335226397421,36.57142857142857
2025-08-02,0.0,5,31,8,3,2025,347,1,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.5680647467311556,-0.8229838658936565,0,0,0,0,0,0.0,0.0,0.0,26.0,35.714285714285715,153.0,25.571428571428573,53.60570332130186,1914.4894043322092,0.0
2025-08-03,0.0,6,31,8,3,2025,348,1,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.5680647467311556,-0.8229838658936565,0,0,0,0,0,0.0,0.0,0.0,26.0,35.714285714285715,153.0,25.571428571428573,53.60570332130186,1914.4894043322092,0.0
2025-08-04,16.0,0,32,8,3,2025,349,0,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.663122658240795,-0.7485107481711013,0,0,0,0,0,40.0,15.0,22.0,14.0,35.714285714285715,153.0,25.571428571428573,53.60570332130186,1914.4894043322092,35.714285714285715
2025-08-05,25.0,1,32,8,3,2025,350,0,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.663122658240795,-0.7485107481711013,0,0,0,0,0,153.0,102.0,6.0,16.0,32.285714285714285,153.0,25.357142857142858,54.05156268389872,1745.09330950873,32.285714285714285
2025-08-06,48.0,2,32,8,3,2025,351,0,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.663122658240795,-0.7485107481711013,0,0,0,0,0,17.0,77.0,55.0,25.0,14.0,26.0,26.035714285714285,10.567244989431765,147.9414298520447,14.0
2025-08-07,25.0,3,32,8,3,2025,352,0,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.663122658240795,-0.7485107481711013,0,0,0,0,0,26.0,15.0,35.0,48.0,18.428571428571427,48.0,25.785714285714285,16.73177757897783,308.34275824116287,18.428571428571427
2025-08-08,31.0,4,32,8,3,2025,353,0,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.663122658240795,-0.7485107481711013,0,0,0,0,0,14.0,20.0,21.0,48.0,18.285714285714285,48.0,25.428571428571427,16.66047504038924,304.6486864528318,18.285714285714285
2025-08-09,0.0,5,32,8,3,2025,354,1,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.663122658240795,-0.7485107481711013,0,0,0,0,0,0.0,0.0,0.0,48.0,20.714285714285715,48.0,25.785714285714285,17.163083306079734,355.5210113402231,0.0
2025-08-10,0.0,6,32,8,3,2025,355,1,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.663122658240795,-0.7485107481711013,0,0,0,0,0,0.0,0.0,0.0,31.0,20.714285714285715,48.0,25.785714285714285,17.163083306079734,355.5210113402231,0.0
2025-08-11,53.0,0,33,8,3,2025,356,0,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.7485107481711011,-0.6631226582407952,0,0,0,0,0,16.0,40.0,27.0,31.0,20.714285714285715,48.0,25.785714285714285,17.163083306079734,355.5210113402231,20.714285714285715
2025-08-12,35.0,1,33,8,3,2025,357,0,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.7485107481711011,-0.6631226582407952,0,0,0,0,0,25.0,153.0,14.0,53.0,26.0,53.0,26.714285714285715,20.784609690826635,540.3998519614925,26.0
2025-08-13,26.0,2,33,8,3,2025,358,0,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.7485107481711011,-0.6631226582407952,0,0,1,0,0,48.0,17.0,13.0,53.0,27.428571428571427,53.0,27.464285714285715,21.046433924833572,577.2736162240066,27.428571428571427
2025-08-14,22.0,3,33,8,3,2025,359,0,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.7485107481711011,-0.6631226582407952,0,1,0,0,0,25.0,26.0,34.0,53.0,24.285714285714285,53.0,27.928571428571427,19.006264631381402,461.58071247640544,24.285714285714285
2025-08-15,0.0,4,33,8,3,2025,360,0,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.7485107481711011,-0.6631226582407952,1,0,0,0,0,31.0,14.0,10.0,35.0,23.857142857142858,53.0,27.5,19.02129132865401,453.79366455503134,23.857142857142858
2025-08-16,0.0,5,33,8,3,2025,361,1,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.7485107481711011,-0.6631226582407952,0,0,0,1,0,0.0,0.0,0.0,26.0,19.428571428571427,53.0,27.142857142857142,20.622456553129616,400.6648701750897,0.0
2025-08-17,0.0,6,33,8,3,2025,362,1,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.7485107481711011,-0.6631226582407952,0,0,0,0,1,0.0,0.0,0.0,22.0,19.428571428571427,53.0,27.142857142857142,20.622456553129616,400.6648701750897,0.0
2025-08-18,22.0,0,34,8,3,2025,363,0,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.8229838658936564,-0.5680647467311559,0,0,0,0,0,53.0,16.0,15.0,0.0,19.428571428571427,53.0,27.142857142857142,20.622456553129616,400.6648701750897,19.428571428571427
2025-08-19,195.0,1,34,8,3,2025,364,0,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.8229838658936564,-0.5680647467311559,0,0,0,0,0,35.0,25.0,102.0,22.0,15.0,35.0,27.392857142857142,14.685593847940602,220.28390771910904,15.0
2025-08-20,31.0,2,34,8,3,2025,365,0,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.8229838658936564,-0.5680647467311559,0,0,0,0,0,26.0,48.0,77.0,195.0,37.857142857142854,195.0,30.714285714285715,70.28140714638684,2660.653270541787,37.857142857142854
2025-08-21,32.0,3,34,8,3,2025,366,0,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.8229838658936564,-0.5680647467311559,0,0,0,0,0,22.0,25.0,15.0,195.0,38.57142857142857,195.0,29.071428571428573,70.16612939507009,2706.4078480955604,38.57142857142857
2025-08-22,42.0,4,34,8,3,2025,367,0,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.8229838658936564,-0.5680647467311559,0,0,0,0,0,0.0,31.0,20.0,195.0,40.0,195.0,29.678571428571427,69.87369557518294,2794.9478230073173,40.0
2025-08-23,0.0,5,34,8,3,2025,368,1,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.8229838658936564,-0.5680647467311559,0,0,0,0,0,0.0,0.0,0.0,42.0,46.0,195.0,30.464285714285715,67.63381797099244,3111.155626665652,0.0
2025-08-24,0.0,6,34,8,3,2025,369,1,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.8229838658936564,-0.5680647467311559,0,0,0,0,0,0.0,0.0,0.0,42.0,46.0,195.0,30.464285714285715,67.63381797099244,3111.155626665652,0.0
2025-08-25,91.0,0,35,8,3,2025,370,0,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.8854560256532096,-0.4647231720437691,0,0,0,0,0,22.0,53.0,40.0,42.0,46.0,195.0,30.464285714285715,67.63381797099244,3111.155626665652,46.0
2025-08-26,21.0,1,35,8,3,2025,371,0,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.8854560256532096,-0.4647231720437691,0,0,0,0,0,195.0,35.0,153.0,91.0,55.857142857142854,195.0,32.285714285714285,68.57460310112045,3830.381401791156,55.857142857142854
2025-08-27,19.0,2,35,8,3,2025,372,0,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.8854560256532096,-0.4647231720437691,0,0,0,0,0,31.0,26.0,17.0,91.0,31.0,91.0,27.571428571428573,30.940803695659532,959.1649145654455,31.0
2025-08-28,21.0,3,35,8,3,2025,373,0,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.8854560256532096,-0.4647231720437691,0,0,0,0,0,32.0,22.0,26.0,91.0,29.285714285714285,91.0,27.642857142857142,31.271468815915362,915.8073010375213,29.285714285714285
2025-08-29,27.0,4,35,8,3,2025,374,0,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.8854560256532096,-0.4647231720437691,0,0,0,0,0,42.0,0.0,14.0,21.0,27.714285714285715,91.0,27.464285714285715,31.388502596302683,869.9099290975315,27.714285714285715
